fax_no,gifted_ind,mothertongue3_code,fifth_vp_name,postal_code,type_code,second_vp_name,first_vp_name,mainlevel_code,email_address,sap_ind,telephone_no_2,mrt_desc,bus_desc,third_vp_name,telephone_no,ip_ind,principal_name,mothertongue1_code,nature_code,fourth_vp_name,autonomous_ind,session_code,school_name,dgp_code,address,sixth_vp_name,mothertongue2_code,fax_no_2,zone_code,_id,url_address
67932040,No,Tamil,NULL,649037,GOVERNMENT SCHOOL,MDM WONG WEI YI,MDM SITI SUHAILA BTE SAPIHE,PRIMARY,JUYING_PS@MOE.EDU.SG,No,na,Boon Lay MRT Station (Jurong Point),SBS 99 (From Clementi Inter-change) SBS 241 (From Boon Lay Inter-change),NULL,67932039,No,MRS SROYA JASWANT,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,JUYING PRIMARY SCHOOL,JURONG WEST,31   JURONG WEST STREET 91,NULL,Malay,na,WEST,148,http://www.juyingpri.moe.edu.sg/
67932835,No,Tamil,NULL,649038,GOVERNMENT SCHOOL,NULL,MR NG HAN MING,SECONDARY,JUYING_SS@MOE.EDU.SG,No,na,"BOON LAY MRT, PIONEER MRT, JOO KOON MRT","99, 241",NULL,63089898,No,MDM SOH BENG MUI,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,JUYING SECONDARY SCHOOL,JURONG WEST,33   JURONG WEST STREET 91,NULL,Malay,na,WEST,149,http://juyingsec.moe.edu.sg
65632356,No,Tamil,NULL,659762,GOVERNMENT SCHOOL,MISS SARASWATHY D/O IDAMBAN,"MDM ANG CHAI TING, JESSIE",PRIMARY,KMPS@MOE.EDU.SG,No,na,Bukit Batok,"61,66,77,106,157,174,178,963",NULL,68962054,No,MRS YAP DAI JEE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,KEMING PRIMARY SCHOOL,BUKIT BATOK,90   BUKIT BATOK EAST AVENUE 6,NULL,Malay,na,WEST,150,http://www.kemingpri.moe.edu.sg
67735119,No,na,NULL,127368,GOVERNMENT SCHOOL,NULL,MR OW KWOK LEONG,SECONDARY,KRSS@MOE.EDU.SG,No,na,"CLEMENTI MRT, HAW PAR VILLA MRT","30, 51, 143, 175, 176, 201, 282",NULL,67731127,No,MR KEH CHIN CHUAN BENEDICT,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,KENT RIDGE SECONDARY SCHOOL,CLEMENTI,147  WEST COAST ROAD,NULL,Malay,na,SOUTH,151,http://www.kentridgesec.moe.edu.sg
62556569,No,na,NULL,319580,GOVERNMENT-AIDED SCH,NULL,MR KHOO GHEE HAN,PRIMARY,kcs@moe.edu.sg,No,na,Braddell,"SBS 235,56,73,88,157,159,163,231,",NULL,62552502,No,MDM LEONG CHUI YIN SARAH,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,KHENG CHENG SCHOOL,TOA PAYOH,15   LORONG 3 TOA PAYOH,NULL,Malay,na,SOUTH,152,http://www.khengcheng.moe.edu.sg/
63421120,No,na,NULL,399772,GOVERNMENT-AIDED SCH,MS LEE LEY HAR,MDM FOO MEI PING,PRIMARY,KONGHWA_SCH@MOE.EDU.SG,Yes,na,Dakota,"Service 7,70,70M,197(to Guillemard Road)",NULL,63421195,No,MR POON SIOW LENG RAYMOND,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,KONG HWA SCHOOL,GEYLANG,350  GUILLEMARD ROAD,NULL,na,na,EAST,153,http://www.konghwa.moe.edu.sg
67662095,No,Tamil,NULL,689333,GOVERNMENT SCHOOL,MDM ONG LAY LING,MR CHRISTOPHER THOMAS,SECONDARY,kranji_ss@moe.edu.sg,No,na,"CHUA CHU KANG MRT, YEW TEE MRT",302,NULL,67662464,No,MR GOH SOON HOE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,KRANJI SECONDARY SCHOOL,CHOA CHU KANG,61   CHOA CHU KANG STREET 51,NULL,Malay,na,WEST,155,http://www.kranjisec.moe.edu.sg
62588012,No,Tamil,NULL,579793,GOVERNMENT-AIDED SCH,MR TOH KIM SING (ZHUO JINSHENG),MISS CHEW MAY,PRIMARY,KCPPS@MOE.EDU.SG,No,na,Bishan MRT Station,"54, 56, 410, 410G",NULL,62595396,No,MRS YEE-TOH GEK KHIAW,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,BISHAN,8    BISHAN STREET 13,NULL,Malay,na,SOUTH,156,http://www.kuochuanpresbyterianpri.moe.edu.sg
63536535,No,Tamil,NULL,579795,GOVERNMENT-AIDED SCH,NULL,MR TAN CHE CHUEN TIMOTHY,SECONDARY,kcpss@moe.edu.sg,No,na,BISHAN MRT,"54, 56, 410G, 410W",NULL,62593811,No,MR JUSTIN TAN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,BISHAN,10   BISHAN STREET 13,NULL,Malay,na,SOUTH,157,http://www.kuochuanpresbyteriansec.moe.edu.sg
62621021,No,Tamil,NULL,618310,GOVERNMENT SCHOOL,MISS TAN HUI PING,MISS NARAYANASAMY UMA RANI,PRIMARY,lakeside_ps@moe.edu.sg,No,na,Lakeside MRT,"30, 49, 98, 98M",NULL,62620918,No,MDM TAN SIEW KHIAN FINELLA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,LAKESIDE PRIMARY SCHOOL,JURONG WEST,161  Corporation Walk,NULL,Malay,na,WEST,158,http://www.lakesidepri.moe.edu.sg/
65639591,No,Tamil,NULL,659243,GOVERNMENT SCHOOL,MDM TAN WAN PHING JANICE,MR CHUA KYNN HOWE LEONARD,PRIMARY,lianhua_ps@moe.edu.sg,No,na,Bukit Gombak/Bukit Batok,945,NULL,65639502,No,MISS KIEW HUI LI PAMELA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,LIANHUA PRIMARY SCHOOL,BUKIT BATOK,2    BUKIT BATOK STREET 52,NULL,Malay,na,WEST,159,http://www.lianhuapri.moe.edu.sg/
65810557,No,Tamil,NULL,519073,GOVERNMENT SCHOOL,MS SAADIAH SAADON WYLDE,MISS TAN CHOR HIANG,SECONDARY,loyangview_ss@moe.edu.sg,No,na,PASIR RIS MRT,"12, 21, 39, 53, 81, 109, 359, 518",NULL,65821727,No,MR LEE HAK BOON,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,LOYANG VIEW SECONDARY SCHOOL,PASIR RIS,12   PASIR RIS STREET 11,NULL,Malay,na,EAST,160,http://www.loyangviewsec.moe.edu.sg
67443752,No,na,NULL,408931,GOVERNMENT-AIDED SCH,MDM WANG MING HWEE,MR LIM KIM MIN (LIN JINMIN),PRIMARY,MBS@MOE.EDU.SG,Yes,na,"Eunos Station (Transfer Bus No.63, 63M) Ubi Station (Transfer Bus No. 137)","5,8,15,22,25,45,51,55,59,61,63,63M,65,66,93,94,854",NULL,67442115,No,MRS ELAINE QUEK-LIM HWEE BIN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,MAHA BODHI SCHOOL,GEYLANG,10   UBI AVENUE 1,NULL,na,na,EAST,161,http://www.mahabodhi.moe.edu.sg/
67454492,No,na,NULL,408940,GOVERNMENT-AIDED SCH,MISS ELEANOR CHIA SHUEN LI,MDM HENG WEI SHAN,SECONDARY,manjusri_ss@moe.edu.sg,No,na,"UBI MRT, MACPHERSON MRT","5, 8, 15, 22, 25, 45, 51, 55, 59, 61, 63, 63M, 65, 66, 93, 94, 137, 854",NULL,68424558,No,MR SIM CHONG BOON,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,MANJUSRI SECONDARY SCHOOL,GEYLANG,20   UBI AVENUE 1,NULL,Malay,na,EAST,162,http://www.manjusrisec.moe.edu.sg
62886905 (Sec),No,na,NULL,368051,GOVERNMENT-AIDED SCH,MR LIM KAY WAH BENEDICT,MRS MARIA KOH,MIXED LEVELS,msh@moe.edu.sg,Yes,62827743 (Pri),BARTLEY MRT,"28, 93, 129, 158",MR TAN CHING HUAT,62803880 (Sec),No,MRS WOO SOO MIN,Chinese,BOYS' SCHOOL,MR TAN KIM KOON,Yes,SINGLE SESSION,MARIS STELLA HIGH SCHOOL,TOA PAYOH,25   MOUNT VERNON ROAD,NULL,na,62827905 (Pri),NORTH,163,http://www.marisstellahigh.moe.edu.sg
62699050,No,Tamil,NULL,738927,GOVERNMENT SCHOOL,MR TAN CHOON SHING,MISS ESTHER ONG CHIN CHIN,PRIMARY,MARSILING_PS@MOE.EDU.SG,No,na,Marsiling MRT Station,"856, 911, 912",NULL,62696193,No,MISS CHEE CHUERN HWEI CHERYL,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,MARSILING PRIMARY SCHOOL,WOODLANDS,31   WOODLANDS CENTRE ROAD,NULL,Malay,na,NORTH,164,http://www.marsilingpri.moe.edu.sg
68946156,No,Tamil,NULL,739110,GOVERNMENT SCHOOL,NULL,MR TAY KIM SENG,SECONDARY,MARSILING_SS@MOE.EDU.SG,No,na,MARSILING MRT,"913, 911",NULL,68941413,No,MR GOH AIK CHOON,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,MARSILING SECONDARY SCHOOL,WOODLANDS,12   MARSILING ROAD,NULL,Malay,na,NORTH,165,http://www.marsilingsec.moe.edu.sg
6254 3080,No,Tamil,NULL,297754,GOVERNMENT-AIDED SCH,MDM TAN MEI MEI ANNA,MDM LEE SWEE MEI CHERYL,PRIMARY,enquire@marymount.edu.sg,No,6256 6532,Braddell MRT Station or  Caldecott MRT Station,"141, 235",NULL,6256 6701,No,MRS ALLISON LIM,Chinese,GIRLS' SCHOOL,NULL,No,SINGLE SESSION,MARYMOUNT CONVENT SCHOOL,TOA PAYOH,20   Marymount Road,NULL,Malay,na,SOUTH,166,HTTP://WWW.MARYMOUNTCONVENT.MOE.EDU.SG
64534116,No,Tamil,NULL,569948,GOVERNMENT SCHOOL,MISS KONG YUIT CHAN NOELLE,MDM CHNG HWUI LIN WINEFREDE,PRIMARY,MAYFLOWER_PS@MOE.EDU.SG,No,na,Yio Chu Kang MRT Station.,"13,86,138,162,269,851,852,853.",NULL,64520849,No,MRS LIM- CHUA SIOW LING,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,MAYFLOWER PRIMARY SCHOOL,ANG MO KIO,6    Ang Mo Kio Avenue 2,NULL,Malay,na,SOUTH,167,http://www.mayflowerpri.moe.edu.sg
64583284,No,Tamil,NULL,569384,GOVERNMENT SCHOOL,MR PRASHANT S/O JAYAPRAGAS,MR GOH KENG TENG GORDON,SECONDARY,MAYFLOWER_SS@MOE.EDU.SG,No,na,"ANG MO KIO MRT, MAYFLOWER MRT (Targeted to open in 2020)","71, 76, 132, 165, 166, 169, 262, 265, 268, 269",NULL,64577783,No,MDM LEE EET FONG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,MAYFLOWER SECONDARY SCHOOL,ANG MO KIO,2    ANG MO KIO STREET 21,NULL,Malay,na,SOUTH,168,http://www.mayflowersec.moe.edu.sg
64893243,No,na,NULL,828867,GOVERNMENT-AIDED SCH,MR LEE CHONG TART RONALD,MDM TAN LAY WAH,PRIMARY,MEETOH_SCH@MOE.EDU.SG,No,na,Punggol Station,"3,62,83",NULL,64893326,No,MDM TAN SUN SUN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,MEE TOH SCHOOL,PUNGGOL,21   EDGEDALE PLAINS,NULL,Malay,na,NORTH,169,http://www.meetoh.moe.edu.sg/
65834993,No,Tamil,NULL,518798,GOVERNMENT SCHOOL,NULL,DR LAU HOCK SOON,PRIMARY,MERIDIAN_PS@MOE.EDU.SG,No,na,Pasir Ris MRT Station,"3,359",NULL,65832125,No,MS LIZA BTE RAHMAT,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,MERIDIAN PRIMARY SCHOOL,PASIR RIS,20   PASIR RIS ST 71,NULL,Malay,na,EAST,170,http://www.meridianpri.moe.edu.sg/
65836467,No,Tamil,NULL,518901,GOVERNMENT SCHOOL,MRS ROSE CHEN,MR MOHD AZMAN B MOHD SIDEK,SECONDARY,meridian_sec@moe.edu.sg,No,na,PASIR RIS MRT,"39, 53, 81, 89, 109, 359, 403, 518",NULL,65831387,No,MDM TAN HWEE TSIAN HILDA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,MERIDIAN SECONDARY SCHOOL,PASIR RIS,31   PASIR RIS STREET 51,NULL,Malay,na,EAST,171,http://www.meridiansec.moe.edu.sg
64624166,No,Tamil,NULL,599986,GOVERNMENT-AIDED SCH,MISS HANNAH CHIA CUI'E,MISS LIM JING WEN KAREN,PRIMARY,mgps@moe.edu.sg,No,na,King Albert Park MRT,"66, 67, 74, 77, 151, 154, 157, 170, 171, 174, 852, 961, 970",NULL,64694800,No,NG WUN HAR GRACE,Chinese,GIRLS' SCHOOL,NULL,No,SINGLE SESSION,METHODIST GIRLS' SCHOOL (PRIMARY),BUKIT TIMAH,11   Blackmore Drive,NULL,Malay,na,WEST,172,http://www.mgs.sch.edu.sg
64698717,No,Tamil,NULL,599986,INDEPENDENT SCHOOL,MDM TAN P'ENG DIANA,MDM WEE KHENG LIN CORINNE,SECONDARY,MGSS@MOE.EDU.SG,No,na,KING ALBERT PARK MRT,"66, 67, 74, 77, 151, 154, 157, 170, 174, 852, 961, 970",NULL,64694800,Yes,MISS NG WUN HAR GRACE,Chinese,GIRLS' SCHOOL,NULL,No,SINGLE SESSION,METHODIST GIRLS' SCHOOL (SECONDARY),BUKIT TIMAH,11   BLACKMORE DRIVE,NULL,Malay,na,WEST,173,http://www.mgs.moe.edu.sg
63023767,No,Tamil,NULL,658965,GOVERNMENT SCHOOL,MR LIN GUOJING,MR CHIA GUO HAO,CENTRALISED INSTITUTE,millennia_inst@moe.edu.sg,No,na,Bukit Batok (NS 2),"157, 174, 174e, 178, 506, 991, 941, 160M",NULL,63023700,No,MRS TAN WAN YU,Chinese,CO-ED SCHOOL,NULL,No,FULL DAY,MILLENNIA INSTITUTE,BUKIT BATOK,60   Bukit Batok West Avenue 8,NULL,Malay,na,WEST,174,http://www.millenniainstitute.moe.edu.sg
65101599,No,Tamil,NULL,538786,GOVERNMENT-AIDED SCH,MR TAN WEE BOON,MDM POH LEE SIEW,PRIMARY,MONTFORT_JS@MOE.EDU.SG,No,na,Hougang MRT & Bus Interchange,"74,88,101,147,161,",NULL,65101588,No,MR WONG KENG YUIN WILBUR,Chinese,BOYS' SCHOOL,NULL,No,SINGLE SESSION,MONTFORT JUNIOR SCHOOL,HOUGANG,52   HOUGANG AVENUE 8,NULL,Malay,na,NORTH,175,http://www.montfortjunior.moe.edu.sg/
63862804,No,Tamil,NULL,538785,GOVERNMENT-AIDED SCH,MDM CHING LEE HOE,MR LEE THUAN SIM,SECONDARY,contact@montfortsec.edu.sg,No,na,HOUGANG MRT,"74, 74e, 88, 88A, 101, 147, 147A, 161",NULL,65107070,No,MR LIM HOCK SEONG KELVIN,Chinese,BOYS' SCHOOL,NULL,No,SINGLE SESSION,MONTFORT SECONDARY SCHOOL,HOUGANG,50   HOUGANG AVENUE 8,NULL,Malay,na,NORTH,176,https://montfortsec.moe.edu.sg/
64897970,No,na,NULL,545079,GOVERNMENT-AIDED SCH,NULL,MDM CHOW NYET YOON,SECONDARY,nchs@moe.edu.sg,Yes,na,"SENGKANG MRT, RENJONG LRT, TONGKANG LRT","43, 83, 85, 109, 156, 159, 161, 163, 372",NULL,64897971,No,MISS SIAU FONG FUI,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NAN CHIAU HIGH SCHOOL,SENG KANG,20   ANCHORVALE LINK,NULL,na,na,NORTH,177,http://www.nchs.edu.sg
64897906,No,Tamil,NULL,545080,GOVERNMENT-AIDED SCH,MR JACKSON KEK,MDM LIM SHEUE TYUG,PRIMARY,NCPS@MOE.EDU.SG,No,na,Sengkang Station,"156, 159, 161, 371, 372",NULL,64897905,No,MRS ONG LOH JIA MIIN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NAN CHIAU PRIMARY SCHOOL,SENG KANG,50   ANCHORVALE LINK,NULL,Malay,na,NORTH,178,http://www.ncps.moe.edu.sg
67751956,No,na,NULL,129956,GOVERNMENT SCHOOL,MR KONG KOK HENG MELVIN,MDM TAN MOK JEE,SECONDARY,nhhs@moe.edu.sg,Yes,na,CLEMENTI MRT,"14, 33, 52, 78, 96, 97, 105, 106, 147, 151, 154, 165, 166, 183, 185, 188, 189, 196, 197, 198, 282, 285, 963",NULL,67788303,No,MRS TAN JONG LEK,Chinese,CO-ED SCHOOL,NULL,Yes,SINGLE SESSION,NAN HUA HIGH SCHOOL,CLEMENTI,41   CLEMENTI AVENUE 1,NULL,na,na,WEST,179,http://www.nanhuahigh.moe.edu.sg
67784127,Yes,na,NULL,128806,GOVERNMENT-AIDED SCH,MISS TAN PEIRU,MDM JOSEPHINE NG,PRIMARY,nhps@moe.edu.sg,Yes,na,Clementi MRT Station,"30, 51, 143, 175, 201, 533, 655, 727, 762",NULL,67788050,No,MDM CHIA HUI KHIM,Chinese,CO-ED SCHOOL,NULL,No,DOUBLE SESSION,NAN HUA PRIMARY SCHOOL,CLEMENTI,30   Jalan Lempeng,NULL,na,na,WEST,180,http://www.nanhuapri.moe.edu.sg
64667564,Yes,na,NULL,288683,INDEPENDENT SCHOOL,MISS SEET YING LING BRITTA,DR LIU SHIUEH LING,SECONDARY,nanyanggirls@nygh.edu.sg,Yes,na,"SIXTH AVENUE MRT, TAN KAH KEE MRT","66, 67, 74, 151, 154, 156, 157, 170, 174, 852, 961",MS NG MIEN MIEN AGNES,64663275,Yes,MS NG CHUEN- YIN,Chinese,GIRLS' SCHOOL,NULL,No,SINGLE SESSION,NANYANG GIRLS' HIGH SCHOOL,BUKIT TIMAH,2    LINDEN DRIVE,NULL,na,na,WEST,181,https://www.nygh.edu.sg
62855147,No,na,NULL,556111,GOVERNMENT-AIDED SCH,MR KOH CHEE HUI,MISS WU XINPING JENNIFER,JUNIOR COLLEGE,nyjc@moe.edu.sg,No,na,2-minute walk from the Lorong Chuan MRT Station (Circle Line),"22, 24, 53, 73, 133, 105, 135, 136, 156, 853",NULL,62842281,No,MR LOW CHUN MENG,na,CO-ED SCHOOL,NULL,No,FULL DAY,NANYANG JUNIOR COLLEGE,SERANGOON,128  SERANGOON AVENUE 3,NULL,na,na,SOUTH,182,http://www.nanyangjc.moe.edu.sg/
64686913,Yes,na,NULL,268097,GOVERNMENT-AIDED SCH,MR CHAN CHEONG CHEONG,MDM NG BOON IN,PRIMARY,NYPS@MOE.EDU.SG,Yes,na,Farrer Rd MRT Station,"66, 67, 74, 93, 151, 153, 154, 156, 157, 165, 170, 171, 174, 186, 852, 855, 961",NULL,64672677,No,MDM LER JIA LUEN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NANYANG PRIMARY SCHOOL,BUKIT TIMAH,52   KING'S ROAD,NULL,na,na,WEST,183,http://www.nyps.moe.edu.sg
64684535,No,Tamil,NULL,288913,GOVERNMENT SCHOOL,MDM TAN PHUAY BOON,MR HARMAN AUGUSTUS JOHLL,MIXED LEVELS,NJC@MOE.EDU.SG,No,na,"BOTANIC GARDENS MRT, TAN KAH KEE MRT, SIXTH AVENUE MRT","66, 67, 74, 151, 154, 156, 157, 170, 174, 852, 961, 972",NULL,64661144,Yes,MR ANG POW CHEW,Chinese,CO-ED SCHOOL,NULL,No,FULL DAY,NATIONAL JUNIOR COLLEGE,BUKIT TIMAH,37   HILLCREST ROAD,NULL,Malay,na,SOUTH,184,http://www.nationaljc.moe.edu.sg
67555355,No,Tamil,NULL,769028,GOVERNMENT SCHOOL,MDM LIM WAI CHOO,MR MUHAMMAD FAISAL B PAIRIN,PRIMARY,NBPS@MOE.EDU.SG,No,na,Yishun MRT Station,Feeder bus No. 811 from Yishun Interchange.,NULL,67537114,No,MRS SITA SINGH,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NAVAL BASE PRIMARY SCHOOL,YISHUN,7    YISHUN AVE 4,NULL,Malay,na,NORTH,185,http://www.navalbasepri.moe.edu.sg/
67557706,No,Tamil,NULL,768689,GOVERNMENT SCHOOL,MR LYE GUO RONG LIONEL,MR LIM SEOW KUAN,SECONDARY,NBSS@MOE.EDU.SG,No,na,KHATIB MRT,"39, 85, 117, 670, 807, 811, 812, 851, 852, 853, 854, 855, 857, 858, 965, 969",NULL,62571996,No,MR SULAIMAN B MOHAMAD YUSOF,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NAVAL BASE SECONDARY SCHOOL,YISHUN,901  YISHUN RING ROAD,NULL,Malay,na,NORTH,186,http://www.navalbasesec.moe.edu.sg
64741249,No,Tamil,NULL,148812,GOVERNMENT SCHOOL,MRS CHAN-CHIN WEY LING LYNNE,MR ONG SZE CHONG BRYAN,PRIMARY,NTPS@MOE.EDU.SG,No,na,Commonwealth MRT Station,"SBS Numbers 32, 100, 105, 111, 145, 147, 195, 196, 198, 855",NULL,64748805,No,MRS TAN-NG WIE PIN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NEW TOWN PRIMARY SCHOOL,QUEENSTOWN,300  Tanglin Halt Road,NULL,Malay,na,SOUTH,187,http://www.newtownpri.moe.edu.sg/
67752310,No,Tamil,NULL,139657,GOVERNMENT SCHOOL,MR LEONARD TAN SOON TECK,MR CHAN KOK TUNG TOM,SECONDARY,ntss@moe.edu.sg,No,na,"DOVER MRT, CLEMENTI MRT","33, 96, 96A, 151, 196, 183",NULL,67754140,No,MDM TAN SIEW HONG (MRS SNG),Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NEW TOWN SECONDARY SCHOOL,QUEENSTOWN,1020 DOVER ROAD,NULL,Malay,na,WEST,188,http://www.newtownsec.moe.edu.sg
64493042,No,Tamil,NULL,458436,GOVERNMENT SCHOOL,MR RAYMOND TAY KOON MING,MDM ADILA ONG KIM LUAN,PRIMARY,oeps@moe.edu.sg,No,na,"Bedok, Kembangan",42,NULL,62410417,No,MDM LOE LAI PINK,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,OPERA ESTATE PRIMARY SCHOOL,BEDOK,48   FIDELIO STREET,NULL,Malay,na,EAST,203,http://www.operaestatepri.moe.edu.sg
64417411,No,Tamil,NULL,449149,GOVERNMENT-AIDED SCH,NULL,MISS LIAW SHAOJUN,PRIMARY,NAPS@MOE.EDU.SG,No,na,Nil,"13, 16, 16M, 31,36, 43, 47, 48, 55, 135, 196, 196E, 197, 853M (at Marine Parade road) 13, 16, 16M, 196 and 196E(at Marine Terrace)",NULL,64418677,No,MDM PANG SIU SAN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NGEE ANN PRIMARY SCHOOL,MARINE PARADE,344  MARINE TERRACE,NULL,Malay,na,EAST,189,http://www.ngeeannpri.moe.edu.sg
67840453,No,Tamil,NULL,529283,GOVERNMENT-AIDED SCH,MR TAN YIT KEE,MDM TAN LAY GIN,SECONDARY,nass@moe.edu.sg,No,na,"TAMPINES MRT, SIMEI MRT, TAMPINES EAST MRT","3, 4, 8, 9, 12, 17, 18, 19, 21, 28, 29, 34, 37, 38, 39, 59, 81, 291, 293, 518, 552",NULL,67844583,No,MR TEO KOK HONG,Chinese,CO-ED SCHOOL,NULL,Yes,SINGLE SESSION,NGEE ANN SECONDARY SCHOOL,TAMPINES,1    TAMPINES STREET 32,NULL,Malay,na,EAST,190,http://www.ngeeannsec.moe.edu.sg
63851044,No,Tamil,NULL,545088,GOVERNMENT SCHOOL,NULL,MR JASBIR SINGH,PRIMARY,nsps@moe.edu.sg,No,63888764,NEL - Sengkang Station LRT - Bakau Station,"SBS Transit Services 82, 85, 86, 88, 119, 136, 163, 372",NULL,68816887,No,MDM PHAN SWEE LIN SHERIN JACINTA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NORTH SPRING PRIMARY SCHOOL,SENG KANG,1    RIVERVALE STREET,NULL,Malay,na,NORTH,191,http://www.northspringpri.moe.edu.sg
67593237,No,Tamil,NULL,768960,GOVERNMENT SCHOOL,MR RAJINDER SINGH S/O PIARA SINGH,MDM UE TAY SZE YIN,PRIMARY,NVPS@MOE.EDU.SG,No,na,Yishun Khatib,"Feeder Service 804, 806, 807, 860",MR HANIFF A T,67593235,No,MDM WONG MEI FOONG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NORTH VIEW PRIMARY SCHOOL,YISHUN,210  YISHUN AVENUE 6,NULL,Malay,na,NORTH,192,http://www.northviewpri.moe.edu.sg
64843568,No,na,NULL,544974,GOVERNMENT SCHOOL,MR AMRAN B TASRIF,MR WEE HOCK MENG VICTOR,PRIMARY,nvtps@moe.edu.sg,No,na,"Buangkok MRT (NE15), Ranggung LRT (SE5)",na,NULL,64843566,No,MR ONG LYE WHATT,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NORTH VISTA PRIMARY SCHOOL,SENG KANG,20   Compassvale Link,NULL,Malay,na,NORTH,193,http://www.northvistapri.moe.edu.sg
68793931,No,Tamil,NULL,545081,GOVERNMENT SCHOOL,NULL,MR MOHAMED NASIM S/O ABDUL RAHIM,SECONDARY,northvistass@moe.edu.sg,No,na,"SENGKANG MRT, BUANGKOK MRT, RANGGUNG LRT","80, 82, 87, 88, 89, 119",NULL,68793930,No,MR YAP THIAM CHUAN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NORTH VISTA SECONDARY SCHOOL,SENG KANG,11   RIVERVALE LINK,NULL,Malay,na,NORTH,194,http://www.northvistasec.moe.edu.sg
67566110,No,Tamil,NULL,768692,GOVERNMENT SCHOOL,MISS POH SHI HUI,MR ADAM BIN AHMAD,SECONDARY,NORTHBROOKS@MOE.EDU.SG,No,na,"YISHUN MRT, KHATIB MRT","804, 806, 807, 860, 103",NULL,67524311,No,MR CHAN CHOON LOONG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NORTHBROOKS SECONDARY SCHOOL,YISHUN,585  YISHUN RING ROAD,NULL,Malay,na,NORTH,195,http://www.northbrookssec.moe.edu.sg
67559196,No,Tamil,NULL,769026,GOVERNMENT SCHOOL,NULL,MDM NEO AIK SEO,PRIMARY,NORTHLAND_PS@MOE.EDU.SG,No,na,Yishun MRT Station,812 (next to bus service number 171) at Yishun Interchange,NULL,67598884,No,MR JAY WESTLY MAHARDALE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NORTHLAND PRIMARY SCHOOL,YISHUN,15   YISHUN AVENUE 4,NULL,Malay,na,NORTH,196,http://www.northlandpri.moe.edu.sg
62573634,No,Tamil,NULL,768578,GOVERNMENT SCHOOL,MR PETERSON JOSEPH STANLEY,MS BIAN YU WEI,SECONDARY,NORTHLAND_SS@MOE.EDU.SG,No,na,YISHUN MRT,"811, 804, 800",NULL,62576781,No,MDM TAN SIEW WOON,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NORTHLAND SECONDARY SCHOOL,YISHUN,3    YISHUN STREET 22,NULL,Malay,na,NORTH,197,http://www.northlandsec.moe.edu.sg
+ 65 62912423,No,Tamil,NULL,327830,SPECIALISED SCHOOL,NULL,MR RAJ KUMAR S/O V SIVALINGAM,SECONDARY,nls@moe.edu.sg,No,na,BOON KENG (NE9),"21, 125, 130, 139, 145, 13, 23, 31, 64, 65, 133, 147, 857, 985",NULL,+65 69296290,No,MDM SUNG MEE HAR,Chinese,CO-ED SCHOOL,NULL,No,FULL DAY,NORTHLIGHT SCHOOL,KALLANG,151  Towner Road,NULL,Malay,na,SOUTH,198,https://www.nls.edu.sg
